track_id,input_artist,input_title,play_count,batch_id,model,identified,confidence,artists,title,mix_name,remixers,featured_artists,record_label,catalog_number,release_title,release_type,release_year,formats,primary_genre,subgenres,bpm_estimate,musical_key,energy,mood_tags,dj_set_role,groove,percussion,bassline,vocals,melodic_elements,texture,emotional_character,dancefloor_effect,review_blurb,description_basis,similar_artists,description,parsing_notes
41e4b90c2b20,Marek Bois,Bed Boi Pill,1,batch_6ab34a49ecf88190925429f6293e8e97,gpt-5,False,low,Marek Bois,Bed Boi Pill,,,,,,,unknown,,,,,,,,,,,,,,,,,,,unknown,,Track not known: no reliable information available.,Tags appear clean; kept artist 'Marek Bois' and title 'Bed Boi Pill' as provided. No mix or remix info present.
42191e58de18,Shackleton,blood on my hands (ricardo villalobos remix),1,batch_6ab34a49ecf88190925429f6293e8e97,gpt-5,True,high,Shackleton,Blood On My Hands,Ricardo Villalobos Remix,Ricardo Villalobos,,,,,unknown,,,minimal techno,microhouse; dubwise; hypnotic,,,medium,haunting; hypnotic; tribal; psychedelic; tension-building,after-hours,"long-form, snaking 4/4 that steadily locks into a trancey roll",shuffling hats; syncopated hand-drum motifs; woodblock/tom accents; subtle tribal fills,"dub-heavy, pulsing sub that swells and recedes in waves","looped, ghostly mantra fragments from the original, drifting in and out with heavy reverb",distant drones; fleeting chord washes; atmospheric fx tails,spacious; dubby; psychedelic; immersive,"eerie and ritualistic, slowly intensifying","mesmerizes the room and tightens the collective pulse over a long, incremental build","Villalobos stretches Shackleton’s dread-drenched original into a 20-minute hypnosis session. Tribal percussion and a tide-like sub anchor the floor while the spectral vocal mantra seeps through the mix in waves. It’s a patient, psychedelic roller that takes a crowd from murmurs to full-body sway without ever raising its voice.",known track,Ricardo Villalobos; Melchior Productions Ltd; Luciano; Fumiya Tanaka; Ion Ludwig,"A seminal Villalobos rework of Shackleton’s Blood On My Hands, recasting the original’s dubwise elements into a long, hypnotic minimal techno trip with ghosted vocal refrains. Revered in after-hours sets for its slow-burn tension and immersive groove.",Capitalized title; extracted mix name from parentheses; set remixer to Ricardo Villalobos. No additional metadata present in the tag.
42d17835265e,Koljah,Morgen,1,batch_6ab34a49ecf88190925429f6293e8e97,gpt-5,False,low,Koljah,Morgen,,,,,,,unknown,,,,,,,,,,,,,,,,,,,unknown,,Track not known: no reliable information available.,Tag appears clean: artist and title properly separated; no mix/version info provided.
44487cc9cad9,Bukaddor & Fishbeck,Campus,1,batch_6ab34a49ecf88190925429f6293e8e97,gpt-5,False,low,Bukaddor & Fishbeck,Campus,,,,,,,unknown,,,,,,,,,,,,,,,,,,,unknown,,Track not known: no reliable information available.,Raw tag was already clean; artist and title used as provided.
448ac07bb72c,Donato Dozzy,Destination Eskimo Part 1,1,batch_6ab34a49ecf88190925429f6293e8e97,gpt-5,False,low,Donato Dozzy,Destination Eskimo,Part 1,,,,,,unknown,,,,,,,,,,,,,,,,,,,unknown,,Track not known: no reliable information available.,Artist field looked correct. Treated the trailing 'Part 1' in the title as the mix/version name and set the core title to 'Destination Eskimo'.
44ada0e5b116,B1 Alexi Delano,Would You,1,batch_6ab34a49ecf88190925429f6293e8e97,gpt-5,False,low,Alexi Delano,Would You,,,,,,,unknown,,,,,,,,,,,,,,,,,,,unknown,,Track not known: no reliable information available.,Removed vinyl side prefix 'B1' from artist field; cleaned artist to 'Alexi Delano'. No mix info present in title.
4500ae00c9a3,DJ Minx,A Walk In The Park (Magda's Wo,1,batch_6ab34a49ecf88190925429f6293e8e97,gpt-5,False,low,DJ Minx,A Walk In The Park,,Magda,,,,,unknown,,,,,,,,,,,,,,,,,,,unknown,,Track not known: no reliable information available.,Title had a truncated mix tag '(Magda's Wo'; extracted remixer as 'Magda'. Cleaned title to 'A Walk In The Park' and left mix_name null due to truncation.
450fb5ff1939,Marcashken,Roots Dyed Dark (Beat Edit),1,batch_6ab34a49ecf88190925429f6293e8e97,gpt-5,False,low,Marc Ashken,Roots Dyed Dark,Beat Edit,,,,,,unknown,,,,,,,,,,,,,,,,,,,unknown,,Track not known: no reliable information available.,"Corrected concatenated artist 'Marcashken' to canonical 'Marc Ashken'. Extracted mix name 'Beat Edit' from title. No label, catalog, or year information present in the tag."
4584b35b0a2f,LADIDA & P.OSUNA,BEING FREE,1,batch_6ab34a49ecf88190925429f6293e8e97,gpt-5,False,low,Ladida; P. Osuna,Being Free,,,,,,,unknown,,,,,,,,,,,,,,,,,,,unknown,,Track not known: no reliable information available.,Normalized capitalization and spacing: 'LADIDA & P.OSUNA' -> 'Ladida & P. Osuna'; title cased 'BEING FREE' -> 'Being Free'. No mix/version info present in the tag.
45f251f15c4f,Alex Guerrero,Caminando (Original Mix),1,batch_6ab34a49ecf88190925429f6293e8e97,gpt-5,False,low,Alex Guerrero,Caminando,Original Mix,,,,,,unknown,,,,,,,,,,,,,,,,,,,unknown,,Track not known: no reliable information available.,Mix name extracted from title parentheses.
4662e41226cf,Ricardo Villalobos,Ricardo Villalobos - Seive,1,batch_6ab34a49ecf88190925429f6293e8e97,gpt-5,False,low,Ricardo Villalobos,Seive,,,,,,,unknown,,,,,,,,,,,,,,,,,,,unknown,,Track not known: no reliable information available.,Artist name was duplicated in the title field; removed the 'Ricardo Villalobos -' prefix. No mix information present.
46867f35c2bb,Justin Martin,Ghetto Train,1,batch_6ab34a49ecf88190925429f6293e8e97,gpt-5,False,low,Justin Martin,Ghetto Train,,,,,,,unknown,,,,,,,,,,,,,,,,,,,unknown,,Track not known: no reliable information available.,Tag appeared clean; no changes.
46f15b9bcae6,Booka Shade,Sweet Lies [Matthias Tanzmann Remix],1,batch_6ab34a49ecf88190925429f6293e8e97,gpt-5,False,low,Booka Shade,Sweet Lies,Matthias Tanzmann Remix,Matthias Tanzmann,,,,,unknown,,,,,,,,,,,,,,,,,,,unknown,,Track not known: no reliable information available.,Extracted remix info from square brackets in title; set mix_name to 'Matthias Tanzmann Remix' and remixer to 'Matthias Tanzmann'. Artist field already clean; no catalog/label info present in the tag.
47546cf8a974,Gaiser,Ground,1,batch_6ab34a49ecf88190925429f6293e8e97,gpt-5,False,low,Gaiser,Ground,,,,,,,unknown,,,,,,,,,,,,,,,,,,,unknown,,Track not known: no reliable information available.,Tags appeared clean; kept artist and title as-is.
47e120ee7115,(unknown),click box - sugar pain,1,direct,gpt-5,False,low,Click Box,Sugar Pain,,,,,,,unknown,,,,,,,,,,,,,,,,,,,unknown,,Track not known: no reliable information available.,Original artist tag was '(unknown)'. Parsed 'click box - sugar pain' from the title field as 'Click Box' = artist and 'Sugar Pain' = title; normalised capitalization.
486f8c8099c7,"Vanjee, Julian Collazos",Rumba  (Extended Version),1,batch_6ab34a49ecf88190925429f6293e8e97,gpt-5,False,low,Vanjee; Julian Collazos,Rumba,Extended Version,,,,,,unknown,,,,,,,,,,,,,,,,,,,unknown,,Track not known: no reliable information available.,Parsed two artists from comma-separated field. Extracted mix name from parentheses in title and normalized spacing; double space before parentheses removed.
487fca6c7d71,Fat Boy Slim,"Right Here, Right Now",1,batch_6ab34a49ecf88190925429f6293e8e97,gpt-5,True,high,Fatboy Slim,"Right Here, Right Now",,,,Skint Records,,"You've Come a Long Way, Baby",album,1998,vinyl; CD,other,big beat; breakbeat; progressive house influences,,,high,anthemic; euphoric; cinematic; triumphant,peak-time,"Rolling breakbeat with a long, tension-building rise that bursts into a driving, hands-up groove.",breakbeat drums; crashing cymbals; snare fills,"Thick, surging low end that underpins the build and drop with stadium-scale weight.","A mantra-like vocal sample repeating 'Right here, right now' as the central hook.",dramatic orchestral strings sample; filter sweeps; rising pads,cinematic; saturated; expansive,"Triumphant, larger-than-life catharsis.",Draws out goosebump tension and explodes into a hands-in-the-air release.,"A quintessential big-beat anthem, it swells from cinematic strings into a thunderous breakbeat and a euphoric, all-in release. The 'right here, right now' chant becomes a rallying cry as the room lifts with every filter sweep.",known track,The Chemical Brothers; The Prodigy; Basement Jaxx; Groove Armada; The Crystal Method,"Iconic Fatboy Slim anthem from the album 'You've Come a Long Way, Baby' on Skint Records (1998). Built around dramatic orchestral strings and a mantra-like vocal sample, it became a defining big-beat crossover hit.",Corrected artist spelling from 'Fat Boy Slim' to 'Fatboy Slim'.
48e093d9f957,Audio Werner,Trust,1,batch_6ab34a49ecf88190925429f6293e8e97,gpt-5,False,low,Audio Werner,Trust,,,,,,,unknown,,,,,,,,,,,,,,,,,,,unknown,,Track not known: no reliable information available.,Tags appeared clean; artist and title used as provided.
495f14028cb6,RICHIE HAWTIN,MINUS YELLOW A1,1,batch_6ab34a49ecf88190925429f6293e8e97,gpt-5,False,low,Richie Hawtin,,,,,,,Minus Yellow,unknown,,,,,,,,,,,,,,,,,,,unknown,,Track not known: no reliable information available.,"Artist normalised from uppercase. Title appears to be a release name plus side position; interpreted 'Minus Yellow' as the release title and 'A1' as the side/track position. Track title unknown, left null. Possible label reference to Minus not set due to uncertainty."
4967abdb0401,Marc Houle,Sands,1,batch_6ab34a49ecf88190925429f6293e8e97,gpt-5,False,low,Marc Houle,Sands,,,,,,,unknown,,,,,,,,,,,,,,,,,,,unknown,,Track not known: no reliable information available.,Tags were already clean; artist and title appear correct with no mix/version info present.
496e96aee170,Alexi Delano & Xpansul,Antioxidation,1,batch_6ab34a49ecf88190925429f6293e8e97,gpt-5,False,low,Alexi Delano; Xpansul,Antioxidation,,,,,,,unknown,,,,,,,,,,,,,,,,,,,unknown,,Track not known: no reliable information available.,Artists split into two: 'Alexi Delano' and 'Xpansul'. Title kept as 'Antioxidation'; no mix/version or extra tags present.
49f13545ff1d,Markus Fix,Release Yourself,1,batch_6ab34a49ecf88190925429f6293e8e97,gpt-5,False,low,Markus Fix,Release Yourself,,,,,,,unknown,,,,,,,,,,,,,,,,,,,unknown,,Track not known: no reliable information available.,Tags appear clean; no mix/version info provided.
4a07aa9fbb6a,JPLS,Twilight 8,1,batch_6ab34a49ecf88190925429f6293e8e97,gpt-5,False,low,JPLS,Twilight 8,,,,,,,unknown,,,,,,,,,,,,,,,,,,,unknown,,Track not known: no reliable information available.,Tags appear clean; artist and title kept as-is. No mix or remix info present.
4a447abde784,Imek,"Delirante, No Hay Camino. - Tadeo Remix",1,batch_6ab34a49ecf88190925429f6293e8e97,gpt-5,False,low,Imek,"Delirante, No Hay Camino",Tadeo Remix,Tadeo,,,,,unknown,,,,,,,,,,,,,,,,,,,unknown,,Track not known: no reliable information available.,Extracted remixer from title; removed stray period before dash and set mix_name to 'Tadeo Remix'. Kept artist as 'Imek'. The comma in the title could imply multiple titles; treated it as part of the track title due to ambiguity.
4aafc8956416,Par Grindvik,Continue In My Words,1,batch_6ab34a49ecf88190925429f6293e8e97,gpt-5,False,low,Pär Grindvik,Continue In My Words,,,,,,,unknown,,,,,,,,,,,,,,,,,,,unknown,,Track not known: no reliable information available.,Corrected artist spelling from 'Par Grindvik' to 'Pär Grindvik'. No mix/version indicated; kept title as-is.
4addcd8795fc,Telefon Tel Aviv,The Worst Thing In The World (Gaiser's Possibly The Universe Remix),1,batch_6ab34a49ecf88190925429f6293e8e97,gpt-5,False,low,Telefon Tel Aviv,The Worst Thing In The World,Gaiser's Possibly The Universe Remix,Gaiser,,,,,unknown,,,,,,,,,,,,,,,,,,,unknown,,Track not known: no reliable information available.,Title contained a remix credit; extracted mix name 'Gaiser's Possibly The Universe Remix' and remixer 'Gaiser'. No other cleaning required.
4b35be335625,VA,Marc Houle-Kicker,1,batch_6ab34a49ecf88190925429f6293e8e97,gpt-5,False,low,Marc Houle,Kicker,,,,,,,unknown,,,,,,,,,,,,,,,,,,,unknown,,Track not known: no reliable information available.,Artist field was 'VA'; extracted 'Marc Houle' as artist and 'Kicker' as title by splitting the title field on the hyphen.
4b6f683dcb56,JohN GaiSeR,SePaRaTioN,1,batch_6ab34a49ecf88190925429f6293e8e97,gpt-5,False,low,Jon Gaiser,Separation,,,,,,,unknown,,,,,,,,,,,,,,,,,,,unknown,,Track not known: no reliable information available.,Normalized artist capitalization/spelling from 'JohN GaiSeR' to 'Jon Gaiser'; normalized title case from 'SePaRaTioN' to 'Separation'. No mix/version info present.
4ba0d25071c7,robag wruhme,(b1) wortkabular (luciano remix),1,batch_6ab34a49ecf88190925429f6293e8e97,gpt-5,False,low,Robag Wruhme,Wortkabular,Luciano Remix,Luciano,,,,,unknown,,,,,,,,,,,,,,,,,,,unknown,,Track not known: no reliable information available.,Removed side marker '(B1)' from title; normalised capitalisation; extracted 'Luciano Remix' as mix_name and 'Luciano' as remixer from parentheses. No label or catalog number present in the tag.
4c10477a56d2,Ambivalent,Boite Diabolique - Heartthrob Mix,1,batch_6ab34a49ecf88190925429f6293e8e97,gpt-5,False,low,Ambivalent,Boite Diabolique,Heartthrob Mix,Heartthrob,,,,,unknown,,,,,,,,,,,,,,,,,,,unknown,,Track not known: no reliable information available.,Parsed mix name from title after hyphen; set remixer to Heartthrob. Normalized capitalization; no other metadata present in tag.
4cab2c4ae62a,Marek Bois,B1 You Got Good Ash (Gabriel Ananda Remix),1,batch_6ab34a49ecf88190925429f6293e8e97,gpt-5,False,low,Marek Bois,You Got Good Ash,Gabriel Ananda Remix,Gabriel Ananda,,,,,unknown,,,,,,,,,,,,,,,,,,,unknown,,Track not known: no reliable information available.,Removed vinyl side prefix 'B1' from title; extracted remix info in parentheses as mix name and remixer.
4d248f86cd96,Navid Tahernia,... I like,1,batch_6ab34a49ecf88190925429f6293e8e97,gpt-5,False,low,Navid Tahernia,... I Like,,,,,,,unknown,,,,,,,,,,,,,,,,,,,unknown,,Track not known: no reliable information available.,Normalised title casing from '... I like' to '... I Like'. Kept leading ellipsis. No mix/version or label info present in the tag.
4d85b798abcf,(unknown),Snax - Honeymooners Over (Konrad Black Remix),1,batch_6ab34a49ecf88190925429f6293e8e97,gpt-5,False,low,Snax,Honeymooners Over,Konrad Black Remix,Konrad Black,,,,,unknown,,,,,,,,,,,,,,,,,,,unknown,,Track not known: no reliable information available.,Artist was '(unknown)'; parsed 'Snax - Honeymooners Over (Konrad Black Remix)' to artist/title and mix. Kept title spelling as in tag; extracted remixer from parentheses.
4da4207b9120,Delete,Let George Do It,1,batch_6ab34a49ecf88190925429f6293e8e97,gpt-5,False,low,Delete,Let George Do It,,,,,,,unknown,,,,,,,,,,,,,,,,,,,unknown,,Track not known: no reliable information available.,Tags appear clean; kept artist as 'Delete' and title as 'Let George Do It'. No mix/version info present.
4dc852cb4da4,Ambivalent & JPLS,Creep,1,batch_6ab34a49ecf88190925429f6293e8e97,gpt-5,False,low,Ambivalent; JPLS,Creep,,,,,,,unknown,,,,,,,,,,,,,,,,,,,unknown,,Track not known: no reliable information available.,"Artists already present; split into two primary artists (Ambivalent, JPLS). Title kept as 'Creep'. No mix name, label, or catalog info in the tag."
4e86df224253,Federico Grazzini,Tokyo (Original Mix),1,batch_6ab34a49ecf88190925429f6293e8e97,gpt-5,False,low,Federico Grazzini,Tokyo,Original Mix,,,,,,unknown,,,,,,,,,,,,,,,,,,,unknown,,Track not known: no reliable information available.,Parsed mix name from parentheses in title; no other issues. Kept artist as provided.
4f6ac72516bd,Christian Smith & John Selway,Swingworld (Paul Ritch Remix),2,batch_6ab34a49ecf88190925429f6293e8e97,gpt-5,False,low,Christian Smith; John Selway,Swingworld,Paul Ritch Remix,Paul Ritch,,,,,unknown,,,,,,,,,,,,,,,,,,,unknown,,Track not known: no reliable information available.,Artists split on '&' into two primary artists; extracted remix credit from parentheses in title as mix name and remixer. Capitalization already correct.
4f727fbab5c7,Dettmann And Klock,B1 - Scenario,1,batch_6ab34a49ecf88190925429f6293e8e97,gpt-5,False,low,Marcel Dettmann; Ben Klock,Scenario,,,,,,,unknown,,,,,,,,,,,,,,,,,,,unknown,,Track not known: no reliable information available.,Artist was written as 'Dettmann And Klock'; normalised to 'Marcel Dettmann' and 'Ben Klock'. Removed vinyl side prefix 'B1 -' from the title.
4fecfc12a36b,Adam Beyer,Awc (Part 1),1,batch_6ab34a49ecf88190925429f6293e8e97,gpt-5,False,low,Adam Beyer,AWC (Part 1),,,,,,,unknown,,,,,,,,,,,,,,,,,,,unknown,,Track not known: no reliable information available.,Artist appears correct. Normalised title casing to 'AWC (Part 1)'; retained '(Part 1)' as part of the title.
50c730e85619,Adam Beyer,China Girl,1,batch_6ab34a49ecf88190925429f6293e8e97,gpt-5,False,low,Adam Beyer,China Girl,,,,,,,unknown,,,,,,,,,,,,,,,,,,,unknown,,Track not known: no reliable information available.,Artist and title appear clean and correctly capitalised; no mix info or label/catalog present in the tag.
50d3a9674c54,skoozbot,www.alexnelson.eu,1,batch_6ab34a49ecf88190925429f6293e8e97,gpt-5,False,low,Skoozbot,,,,,,,,unknown,,,,,,,,,,,,,,,,,,,unknown,,Track not known: no reliable information available.,"Normalised artist to 'Skoozbot'. Title field contains a website URL ('www.alexnelson.eu'), likely a watermark from a rip; actual track title is unknown."
51060568a542,(unknown),MARK BROOM - Biro,1,batch_6ab34a49ecf88190925429f6293e8e97,gpt-5,False,low,Mark Broom,Biro,,,,,,,unknown,,,,,,,,,,,,,,,,,,,unknown,,Track not known: no reliable information available.,Artist field was '(unknown)'; parsed 'MARK BROOM - Biro' from the title into artist 'Mark Broom' and track title 'Biro'; fixed capitalization.
51b301427c88,Dop,Ikarus,1,batch_6ab34a49ecf88190925429f6293e8e97,gpt-5,False,low,dOP,Ikarus,,,,,,,unknown,,,,,,,,,,,,,,,,,,,unknown,,Track not known: no reliable information available.,Corrected artist capitalisation to 'dOP'. No mix/version info present.
51b732ed0d3b,Magda,Staring Contest,2,batch_6ab34a49ecf88190925429f6293e8e97,gpt-5,False,low,Magda,Staring Contest,,,,,,,unknown,,,,,,,,,,,,,,,,,,,unknown,,Track not known: no reliable information available.,Tags appear clean; artist and title parsed as-is with standard capitalisation.
5229c7637dbf,Heartthrob,Baby Kate,2,batch_6ab34a49ecf88190925429f6293e8e97,gpt-5,True,high,Heartthrob,Baby Kate,,,,Minus,,,unknown,,,minimal techno,mnml; micro-minimal,126,,medium,hypnotic; tense; eerie; heady; pressurized,peak-time,"lean, rolling micro-shuffle that tightens steadily","clicky, ultra-dry kicks; crisp, skittering hi-hats; tight handclaps; subtle percussive ticks","rubbery, pulsing sub that hums beneath the groove",,siren-like synth hook; bleepy motifs; rising pitch sweeps,stripped-back; crisp; clinical; taut,"nervy, hypnotic tension",ratchets the room into a heads-down lock and teases big releases without ever overplaying them,"A Minus-era minimal missile: a needling siren hook threads through razor-tight clicks and a rubbery sub, winding the floor into a trance. It’s all tension and control, hypnotic and unyielding, built to magnetize a packed room.",known track,Magda; Troy Pierce; Marc Houle; Gaiser; Barem,"Heartthrob’s ‘Baby Kate’ is a signature mid-2000s Minus minimal techno cut built around a siren-like lead, clicky percussion, and a rolling sub pulse. Its sparse, precision-engineered arrangement creates a taut, hypnotic tension that became a standout in the era’s peak-time sets.",Tags appeared clean; kept artist and title as provided.
5253fdb88604,Rhadoo,Slagare,1,batch_6ab34a49ecf88190925429f6293e8e97,gpt-5,False,low,Rhadoo,Slagare,,,,,,,unknown,,,,,,,,,,,,,,,,,,,unknown,,Track not known: no reliable information available.,Artist and title appeared clean; no mix/version info detected.
5293310a1b3b,(unknown),Heartthrob - Hot Sugar Candy Apple Taffy (Minus),1,direct,gpt-5,False,low,Heartthrob,Hot Sugar Candy Apple Taffy,,,,Minus,,,unknown,,,,,,,,,,,,,,,,,,,unknown,,Track not known: no reliable information available.,Artist was '(unknown)'; parsed 'Heartthrob' from the title field. Split to artist/title on the hyphen. Removed label parentheses and kept 'Minus' as record_label.
536af0282d0d,Paco Osuna,Amore (Original Mix Digital Exclusive),1,batch_6ab34a49ecf88190925429f6293e8e97,gpt-5,False,low,Paco Osuna,Amore,Original Mix,,,,,,unknown,,,,,,,,,,,,,,,,,,,unknown,,Track not known: no reliable information available.,Kept artist 'Paco Osuna' as-is. Parsed title to 'Amore' and extracted mix name 'Original Mix'. Removed marketing suffix 'Digital Exclusive' from the mix field.
53de9a5ebe73,Marco Carola,Swingback (Original Mix),1,batch_6ab34a49ecf88190925429f6293e8e97,gpt-5,False,low,Marco Carola,Swingback,Original Mix,,,,,,unknown,,,,,,,,,,,,,,,,,,,unknown,,Track not known: no reliable information available.,Parsed mix name from parentheses in the title; retained artist as provided.
547402507b3b,Bryan Zentz,Shadowtalk,1,batch_6ab34a49ecf88190925429f6293e8e97,gpt-5,False,low,Bryan Zentz,Shadowtalk,,,,,,,unknown,,,,,,,,,,,,,,,,,,,unknown,,Track not known: no reliable information available.,Tags appeared clean; kept artist and title as provided; no mix or remix info present.
54d7fc88c1ac,Loco Dice & Ricardo Villalobos,Sammy Dee & Guido Schneider - Styleways,1,batch_6ab34a49ecf88190925429f6293e8e97,gpt-5,False,low,Sammy Dee; Guido Schneider,Styleways,,,,,,,unknown,,,,,,,,,,,,,,,,,,,unknown,,Track not known: no reliable information available.,"Artist field appears incorrect; parsed artists and title from 'Sammy Dee & Guido Schneider - Styleways' in the title field and set artists to ['Sammy Dee','Guido Schneider']. Removed unrelated 'Loco Dice & Ricardo Villalobos' from artist field. No mix name, label, or catalog info present."
54e39fd4fd09,Chaton,Catch The Beat (Original Mix),1,batch_6ab34a49ecf88190925429f6293e8e97,gpt-5,False,low,Chaton,Catch The Beat,Original Mix,,,,,,unknown,,,,,,,,,,,,,,,,,,,unknown,,Track not known: no reliable information available.,Extracted mix name 'Original Mix' from the title and set the track title to 'Catch The Beat'. Artist field was already clean.
550031e6723a,Oblivion,Marche (Original Mix),1,batch_6ab34a49ecf88190925429f6293e8e97,gpt-5,False,low,Oblivion,Marche,Original Mix,,,,,,unknown,,,,,,,,,,,,,,,,,,,unknown,,Track not known: no reliable information available.,Extracted mix name from title parentheses; kept artist 'Oblivion' as-is.
552aa832d8b9,x2,barem - opal,1,batch_6ab34a49ecf88190925429f6293e8e97,gpt-5,False,low,Barem,Opal,,,,,,,unknown,,,,,,,,,,,,,,,,,,,unknown,,Track not known: no reliable information available.,"Artist field was an invalid placeholder ('x2'). Parsed 'barem - opal' from the title as 'Barem' (artist) and 'Opal' (title), normalising capitalisation and removing the hyphen separator."
555cc212c427,Minilogue,Jamaica (Dubfire Dreadmill Remix),1,batch_6ab34a49ecf88190925429f6293e8e97,gpt-5,True,high,Minilogue,Jamaica,Dubfire Dreadmill Remix,Dubfire,,,,,unknown,,,minimal techno,driving minimal; big-room minimal,,,high,hypnotic; dark; tense; relentless,peak-time,"relentless, rolling and linear with long-burn tension",crisp hi-hats; snappy claps; clicky micro-percussion; subtle ride accents,"subby, droning low-end that pushes steadily under the groove",,dubby stabs; eerie atmospheric swells; filtered risers,sleek; dark; polished; austere,"brooding and focused, built for tunnel-vision momentum",locks the floor into a hypnotic march and ratchets tension for big drops,"Dubfire turns Minilogue’s cut into a tunnel-vision weapon: lean drums, hulking sub and dubby stabs coiled into a long-burn rise. It’s dark, surgical minimal techno that tightens the room with every bar and then hits in cold, precise waves.",known track,Dubfire; Gaiser; Radio Slave; Paco Osuna; Carlo Lio,"Minilogue’s Jamaica receives a signature Dubfire overhaul into a stripped, rolling minimal techno tool. The remix is all precision drums, droning low-end and dubby, eerie atmospherics that build sustained tension for peak-time impact.",Title contained remix info; extracted mix_name and remixer from parentheses and kept artist as provided.
56717e58b6f3,Plan Tec,espias psiquicios  (jonas kopp psiquic remix),1,batch_6ab34a49ecf88190925429f6293e8e97,gpt-5,False,low,Plan Tec,Espias Psiquicios,Jonas Kopp Psiquic Remix,Jonas Kopp,,,,,unknown,,,,,,,,,,,,,,,,,,,unknown,,Track not known: no reliable information available.,Normalized capitalization and spacing; extracted remix info from title. Parsed remixer as Jonas Kopp and set mix name to 'Jonas Kopp Psiquic Remix'. Retained the given spelling 'Psiquicios' rather than presuming corrected Spanish spelling or diacritics.
5825e60c6f4d,Fusiphorm,I am...You! (Someone Else Remix),1,batch_6ab34a49ecf88190925429f6293e8e97,gpt-5,False,low,Fusiphorm,I Am... You!,Someone Else Remix,Someone Else,,,,,unknown,,,,,,,,,,,,,,,,,,,unknown,,Track not known: no reliable information available.,Cleaned capitalization in title to 'I Am... You!'; extracted remix credit as 'Someone Else Remix' and set remixer to 'Someone Else'. No other metadata present in tag.
5884ad841797,VA,Troy Pierce Ft Gibby Miller-Th,1,batch_6ab34a49ecf88190925429f6293e8e97,gpt-5,False,low,Troy Pierce,Th,,,Gibby Miller,,,,unknown,,,,,,,,,,,,,,,,,,,unknown,,Track not known: no reliable information available.,Artist field was 'VA'. Parsed 'Troy Pierce Ft Gibby Miller-Th' as primary artist 'Troy Pierce' with featured artist 'Gibby Miller' and a truncated title 'Th'. Interpreted hyphen as artist–title separator and removed 'Ft' tag; standardized capitalization.
58fd70d2f8c6,Ricardo Villalobos,Logohitz,1,batch_6ab34a49ecf88190925429f6293e8e97,gpt-5,False,low,Ricardo Villalobos,Logohitz,,,,,,,unknown,,,,,,,,,,,,,,,,,,,unknown,,Track not known: no reliable information available.,Tags appeared clean; no changes needed.
5910518c4073,Dettmann and Klock,Dawning,1,batch_6ab34a49ecf88190925429f6293e8e97,gpt-5,True,high,Marcel Dettmann; Ben Klock,Dawning,,,,Ostgut Ton,,,single,,vinyl,techno,Berghain techno; hypnotic techno,,,high,tense; austere; driving; dark,peak-time,"relentless, locked-in, rolling",pounding 4/4 kick; crisp metallic hi-hats; tight claps,"rumbling, monotone sub pressure that underpins the groove",,brooding pad swells; atmospheric drones,industrial; stripped; airtight,"taut, steely and hypnotic",locks the floor into a heads-down march and steadily ratchets tension,"A benchmark Ostgut Ton moment from Dettmann & Klock, ‘Dawning’ is pure Berghain steel—ironclad drums, sub-heavy thrust and austere atmospherics. It builds pressure with surgical restraint, drawing dancers into a locked groove that feels inevitable and immense.",known track,Len Faki; Marcel Fengler; Shed; Function; Planetary Assault Systems,"Marcel Dettmann and Ben Klock’s ‘Dawning’ is a defining, stripped-back Berlin techno cut on Ostgut Ton. It rides a powerful, rolling groove, sub-weighted low end and stark atmospheric swells for a hypnotic, heads-down effect.",Artist field read 'Dettmann and Klock'; normalised to 'Marcel Dettmann' and 'Ben Klock'. Title required no changes.
5b2a823f446c,Troy Pierce,25 Bitches (Matt John's 25 Pitches remix),1,batch_6ab34a49ecf88190925429f6293e8e97,gpt-5,False,low,Troy Pierce,25 Bitches,Matt John's 25 Pitches Remix,Matt John,,,,,unknown,,,,,,,,,,,,,,,,,,,unknown,,Track not known: no reliable information available.,Extracted title and remix info from parentheses; standardized mix name capitalization to 'Matt John's 25 Pitches Remix' and parsed remixer as Matt John.
5bce247fcb38,Troy Pierce,Oxytocin,1,batch_6ab34a49ecf88190925429f6293e8e97,gpt-5,False,low,Troy Pierce,Oxytocin,,,,,,,unknown,,,,,,,,,,,,,,,,,,,unknown,,Track not known: no reliable information available.,Tags appeared clean; no mix info or extra metadata to correct.
5c3ec9e28f81,Nhar,Don't Forget To Lick,1,batch_6ab34a49ecf88190925429f6293e8e97,gpt-5,False,low,Nhar,Don't Forget To Lick,,,,,,,unknown,,,,,,,,,,,,,,,,,,,unknown,,Track not known: no reliable information available.,Tag appears clean with artist and title correctly separated; no mix or remix info present.
5c5b2acaaceb,Daniel Stefanik,Say It Loud,1,batch_6ab34a49ecf88190925429f6293e8e97,gpt-5,False,low,Daniel Stefanik,Say It Loud,,,,,,,unknown,,,,,,,,,,,,,,,,,,,unknown,,Track not known: no reliable information available.,Tags appear clean; no mix name or extraneous text to correct.
